proyecto_idproyecto,id_visita,id_partida,id_subpartida,proyecto_estado,proyecto_monto,catalogo_tipo_id_tipo,id_cliente,m2c,proyecto_duracion,porcentaje_real,porcentaje_programado,duplicado,diferencia,SinceridadAcumuladaTopadaMetodo3,SinceridadGeneralProyecto
1007,3,2,15,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,1,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,2,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,3,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,4,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,5,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,6,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,7,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,8,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,9,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,10,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,11,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,12,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,13,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,14,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,4,2,15,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,5,2,1,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,5,2,2,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,5,2,3,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,5,2,4,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
1007,5,2,5,11,5841536.0,4,1,6332.05,6,100.0,100.0,0,0.0,1.0,1.0
